,id,holeid,from,to,Au,Pb,Fe,Mo,Cu,S,Zn,label,interval_length
2148,A06341,SOLVE146,241,251.0,0.028,25.2,17560.0,1.2,5.2,8000.0,48.0,distal,10.0
2149,A05956,SOLVE146,251,261.0,0.035,41.6,17140.0,1.2,4.4,1310.0,38.2,distal,10.0
2150,A06502,SOLVE146,271,281.0,0.025,274.8,58800.0,2.6,3.4,15560.0,40.2,distal,10.0
2151,A07885,SOLVE146,281,291.0,0.008,135.8,49020.0,1.2,3.6,2460.0,36.6,distal,10.0
2152,A06886,SOLVE146,291,301.0,0.019,161.0,75620.0,1.6,5.6,31260.0,32.6,distal,10.0
2153,A07882,SOLVE146,301,311.0,0.008,267.0,53860.0,1.8,6.8,9700.0,45.4,distal,10.0
2154,A06501,SOLVE146,311,321.0,0.025,122.6,26760.0,3.6,4.6,240.0,32.2,distal,10.0
2155,A06884,SOLVE146,321,331.0,0.019,109.8,56980.0,1.0,2.4,140.0,47.4,distal,10.0
2156,A07749,SOLVE146,341,351.0,0.009,326.4,56740.0,2.6,3.0,1160.0,20.8,proximal,10.0
2158,A06958,SOLVE146,371,381.0,0.018,1191.8,69880.0,3.8,2.4,1160.0,32.0,proximal,10.0
2159,A07191,SOLVE146,381,391.0,0.015,654.6,60860.0,7.8,3.4,580.0,33.0,proximal,10.0
2160,A07269,SOLVE146,391,401.0,0.014,570.0,51240.0,3.8,2.4,650.0,49.2,proximal,10.0
2161,A07268,SOLVE146,401,411.0,0.014,835.8,41660.0,7.6,3.2,1520.0,50.4,proximal,10.0
2162,A03881,SOLVE146,411,421.0,0.112,496.6,44620.0,5.8,6.0,1200.0,67.8,proximal,10.0
2163,A07442,SOLVE146,421,431.0,0.012,91.4,46920.0,10.6,3.6,6000.0,77.2,proximal,10.0
2164,A08480,SOLVE146,431,441.0,0.0025,71.6,55340.0,17.0,3.6,1840.0,57.2,proximal,10.0
2165,A07985,SOLVE146,441,451.0,0.007,84.4,38500.0,21.0,5.4,7360.0,55.6,proximal,10.0
2166,A06746,SOLVE146,451,461.0,0.021,69.2,33000.0,3.0,70.0,5420.0,114.8,proximal,10.0
2167,A08473,SOLVE146,461,471.0,0.0025,73.8,31160.0,1.2,2.4,560.0,30.2,proximal,10.0
2168,A07981,SOLVE146,471,481.0,0.007,101.6,36740.0,4.8,2.2,1480.0,39.8,proximal,10.0
2169,A08467,SOLVE146,481,491.0,0.0025,169.2,40680.0,8.0,1.6,120.0,23.4,proximal,10.0
2170,A03125,SOLVE146,491,501.0,0.174,178.0,30980.0,7.0,1.8,620.0,29.2,proximal,10.0
2171,A07732,SOLVE146,501,511.0,0.009,185.4,39700.0,10.8,3.6,580.0,62.2,proximal,10.0
2172,A07730,SOLVE146,511,521.0,0.009,316.4,42880.0,17.0,3.8,1160.0,39.6,proximal,10.0
2173,A02328,SOLVE146,521,531.0,0.272,626.6,48100.0,10.8,59.6,9040.0,150.0,proximal,10.0
2174,A02810,SOLVE146,531,541.0,0.208,1190.2,48240.0,29.0,4.0,2480.0,26.6,proximal,10.0
2175,A05412,SOLVE146,541,551.0,0.048,1119.4,54100.0,8.6,4.0,2320.0,24.2,proximal,10.0
2176,A05411,SOLVE146,551,561.0,0.048,3143.2,46180.0,23.6,6.0,3540.0,35.2,proximal,10.0
2177,A04960,SOLVE146,561,571.0,0.062,2222.6,43780.0,31.8,4.0,6260.0,39.2,proximal,10.0
2178,A07424,SOLVE146,571,581.0,0.012,853.2,52100.0,7.6,4.4,2000.0,25.8,proximal,10.0
2179,A07596,SOLVE146,581,591.0,0.01,606.2,47740.0,7.0,4.6,480.0,22.0,proximal,10.0
2180,A07003,SOLVE146,591,601.0,0.017,451.8,47700.0,13.2,3.2,960.0,27.0,proximal,10.0
2181,A06802,SOLVE146,601,611.0,0.02,1233.8,52820.0,22.2,2.4,980.0,30.0,proximal,10.0
2182,A06870,SOLVE146,611,621.0,0.019,807.0,50380.0,31.4,7.2,1520.0,42.4,proximal,10.0
2183,A06006,SOLVE146,621,631.0,0.034,830.8,53320.0,34.2,3.4,1140.0,26.2,proximal,10.0
2184,A06796,SOLVE146,631,641.0,0.02,1142.2,54820.0,58.0,7.4,1240.0,40.2,proximal,10.0
2185,A06609,SOLVE146,641,651.0,0.023,711.2,52920.0,36.2,4.0,780.0,42.2,proximal,10.0
2186,A05999,SOLVE146,651,661.0,0.034,838.0,45580.0,26.2,4.2,760.0,26.4,proximal,10.0
2187,A05020,SOLVE146,661,671.0,0.06,918.8,45960.0,47.6,6.6,1060.0,27.4,proximal,10.0
2188,A04368,SOLVE146,671,681.0,0.086,1341.0,45360.0,99.8,6.4,2020.0,30.2,proximal,10.0
2189,A03785,SOLVE146,681,691.0,0.118,978.4,54360.0,12.6,8.6,3180.0,57.0,proximal,10.0
2190,A05010,SOLVE146,691,701.0,0.06,759.0,56520.0,79.6,5.8,10380.0,40.0,proximal,10.0
2191,A05322,SOLVE146,701,711.0,0.05,1362.4,57520.0,82.4,4.0,1060.0,35.4,proximal,10.0
2192,A04817,SOLVE146,711,721.0,0.066,1711.0,57100.0,60.2,4.6,3080.0,26.4,proximal,10.0
2193,A04761,SOLVE146,721,731.0,0.068,1209.0,54880.0,65.8,5.0,960.0,25.4,proximal,10.0
2194,A06523,SOLVE146,1351,1361.0,0.024,434.8,35400.0,12.0,5.2,14200.0,31.2,proximal,10.0
2195,A06778,SOLVE146,1361,1371.0,0.02,412.8,29660.0,9.8,3.6,15780.0,30.0,proximal,10.0
2196,A04439,SOLVE146,1371,1381.0,0.082,670.8,34300.0,10.4,3.8,18640.0,30.2,proximal,10.0
2197,A06091,SOLVE146,1381,1391.0,0.032,509.4,34500.0,13.8,4.2,21240.0,36.4,proximal,10.0
2198,A06912,SOLVE146,1391,1401.0,0.018,315.4,38320.0,5.6,4.0,16940.0,29.8,proximal,10.0
2199,A06783,SOLVE146,1401,1411.0,0.02,287.2,48560.0,2.2,3.2,24560.0,30.4,proximal,10.0
2200,A07071,SOLVE146,1411,1421.0,0.016,289.8,41780.0,5.2,4.0,25580.0,27.6,proximal,10.0
2201,A08378,SOLVE146,1421,1431.0,0.0025,89.4,24460.0,1.2,3.4,6180.0,27.2,proximal,10.0
2202,A07505,SOLVE146,1431,1441.0,0.011,343.2,31740.0,2.4,5.4,16900.0,32.8,proximal,10.0
2203,A07711,SOLVE146,1441,1451.0,0.009,116.0,27000.0,2.0,4.8,12160.0,29.4,proximal,10.0
2204,A07407,SOLVE146,1451,1461.0,0.012,106.2,15200.0,1.6,3.8,5800.0,20.4,proximal,10.0
2205,A08671,SOLVE147,121,131.0,0.0025,95.0,46880.0,4.0,8.4,22560.0,69.8,distal,10.0
2206,A08667,SOLVE147,131,141.0,0.0025,138.6,40700.0,7.2,6.4,9060.0,60.2,distal,10.0
2207,A08663,SOLVE147,141,151.0,0.0025,101.2,48800.0,18.8,5.6,28760.0,32.6,distal,10.0
2208,A08655,SOLVE147,151,161.0,0.0025,39.8,33400.0,1.0,15.2,8560.0,53.8,distal,10.0
2209,A07657,SOLVE147,161,171.0,0.01,253.6,24600.0,1.0,6.6,9980.0,63.8,distal,10.0
2210,A06978,SOLVE147,171,181.0,0.018,9.8,51740.0,9.4,4.6,29800.0,94.4,distal,10.0
2211,A05940,SOLVE147,181,191.0,0.036,2289.2,30040.0,13.8,5.2,6880.0,60.2,distal,10.0
2212,A06974,SOLVE147,201,211.0,0.018,497.6,28900.0,8.0,6.6,3000.0,39.2,distal,10.0
2213,A08246,SOLVE147,211,221.0,0.006,51.6,22200.0,1.2,13.0,9220.0,29.0,distal,10.0
2214,A08243,SOLVE147,221,231.0,0.006,57.8,43400.0,1.2,13.8,9320.0,32.6,distal,10.0
2215,A07125,SOLVE147,231,241.0,0.016,57.6,54640.0,1.0,11.6,20680.0,32.0,distal,10.0
2216,A08238,SOLVE147,241,251.0,0.006,171.0,57660.0,1.2,8.2,14340.0,26.8,distal,10.0
2217,A06507,SOLVE147,251,261.0,0.025,207.6,61260.0,1.0,10.4,1860.0,77.4,distal,10.0
2218,A05040,SOLVE147,261,271.0,0.06,179.0,47040.0,1.0,8.0,1250.0,59.8,distal,10.0
2219,A04035,SOLVE147,271,281.0,0.103,1283.2,49200.0,2.8,8.4,13280.0,38.2,distal,10.0
2220,A06345,SOLVE147,281,291.0,0.028,101.6,49260.0,1.0,3.6,1720.0,31.0,distal,10.0
2221,A05497,SOLVE147,291,301.0,0.046,200.8,50060.0,1.2,6.2,8540.0,36.2,distal,10.0
2222,A05431,SOLVE147,301,311.0,0.048,430.6,57500.0,1.0,10.4,2990.0,46.8,distal,10.0
2223,A06830,SOLVE147,311,321.0,0.02,143.2,56680.0,1.0,2.8,110.0,42.8,distal,10.0
2224,A06249,SOLVE147,321,331.0,0.03,1824.6,61420.0,2.6,5.0,1160.0,39.6,distal,10.0
2226,A07460,SOLVE147,341,351.0,0.012,530.4,52260.0,8.0,6.6,680.0,38.6,distal,10.0
2227,A06969,SOLVE147,351,361.0,0.018,421.2,64960.0,4.4,6.2,1560.0,37.2,distal,10.0
2228,A05840,SOLVE147,361,371.0,0.038,618.0,57620.0,3.8,109.4,4840.0,145.2,distal,10.0
2229,A07633,SOLVE147,371,381.0,0.01,746.6,56400.0,2.6,8.6,660.0,37.0,distal,10.0
2230,A07760,SOLVE147,381,391.0,0.009,271.0,40000.0,2.8,3.8,260.0,27.6,distal,10.0
2231,A08015,SOLVE147,391,401.0,0.007,409.8,44920.0,3.4,4.8,280.0,26.0,distal,10.0
2232,A08202,SOLVE147,401,411.0,0.006,373.4,48680.0,6.2,7.8,760.0,39.8,distal,10.0
2233,A08557,SOLVE147,411,421.0,0.0025,157.4,46680.0,1.2,1.4,120.0,23.4,distal,10.0
2234,A08553,SOLVE147,421,431.0,0.0025,372.8,58400.0,4.6,9.0,4740.0,36.2,distal,10.0
2235,A07353,SOLVE147,441,451.0,0.013,854.4,59100.0,9.0,13.6,1800.0,33.8,distal,10.0
2236,A08543,SOLVE147,451,461.0,0.0025,357.6,57000.0,5.6,4.4,460.0,28.2,distal,10.0
2237,A07883,SOLVE147,461,471.0,0.008,798.0,62240.0,9.2,13.2,820.0,29.4,distal,10.0
2238,A08186,SOLVE147,471,481.0,0.006,586.4,62500.0,4.6,7.8,480.0,35.4,distal,10.0
2239,A08526,SOLVE147,481,491.0,0.0025,251.2,57080.0,4.4,4.0,280.0,32.4,distal,10.0
2240,A08182,SOLVE147,491,501.0,0.006,132.2,36720.0,2.8,3.0,2520.0,34.6,proximal,10.0
2241,A08515,SOLVE147,501,511.0,0.0025,75.2,22780.0,4.2,2.8,5500.0,31.8,proximal,10.0
2242,A08508,SOLVE147,511,521.0,0.0025,47.8,23180.0,3.8,3.0,4460.0,52.0,proximal,10.0
2243,A08175,SOLVE147,521,531.0,0.006,295.8,49500.0,3.6,6.4,880.0,46.4,proximal,10.0
2244,A07992,SOLVE147,531,541.0,0.007,469.8,44840.0,4.4,2.4,340.0,29.4,proximal,10.0
2245,A07869,SOLVE147,541,551.0,0.008,272.8,45120.0,5.4,3.6,180.0,29.8,proximal,10.0
2246,A06954,SOLVE147,551,561.0,0.018,239.4,51120.0,1.6,2.8,100.0,33.8,proximal,10.0
2247,A06440,SOLVE147,561,571.0,0.026,452.8,55040.0,3.4,3.4,400.0,31.2,proximal,10.0
2248,A06558,SOLVE147,571,581.0,0.024,284.0,57740.0,6.8,3.6,1020.0,37.2,proximal,10.0
2249,A07263,SOLVE147,581,591.0,0.014,313.6,59400.0,4.0,5.4,860.0,40.0,proximal,10.0
2250,A07100,SOLVE147,591,601.0,0.016,308.0,59260.0,9.8,4.6,420.0,42.6,proximal,10.0
2251,A07181,SOLVE147,601,611.0,0.015,219.6,50260.0,7.2,8.2,1540.0,48.8,proximal,10.0
2252,A06555,SOLVE147,611,621.0,0.024,272.6,39400.0,4.2,7.6,10840.0,109.8,proximal,10.0
2253,A06554,SOLVE147,621,631.0,0.024,34.0,26040.0,4.0,2.6,4340.0,37.4,proximal,10.0
2254,A06877,SOLVE147,631,641.0,0.019,249.0,35720.0,8.0,9.2,2900.0,51.2,proximal,10.0
2255,A06553,SOLVE147,641,651.0,0.024,466.8,49060.0,8.8,2.2,240.0,37.8,proximal,10.0
2256,A07429,SOLVE147,651,661.0,0.012,62.6,41940.0,12.0,3.2,1240.0,33.0,proximal,10.0
2257,A05854,SOLVE147,661,671.0,0.037,113.6,53960.0,4.0,3.2,100.0,32.8,proximal,10.0
2258,A07247,SOLVE147,671,681.0,0.014,189.8,49620.0,4.0,2.6,740.0,26.0,proximal,10.0
2259,A07334,SOLVE147,681,691.0,0.013,399.4,43780.0,3.2,3.8,980.0,20.6,proximal,10.0
2260,A07969,SOLVE147,691,701.0,0.007,186.6,46000.0,1.6,5.8,3880.0,44.6,proximal,10.0
2261,A07083,SOLVE147,701,711.0,0.016,343.4,44500.0,18.4,6.8,1820.0,54.4,proximal,10.0
2264,A06924,SOLVE147,731,741.0,0.018,323.0,47160.0,36.6,4.0,420.0,42.0,proximal,10.0
2265,A05996,SOLVE147,741,751.0,0.034,616.0,50880.0,35.6,5.4,1500.0,33.0,proximal,10.0
2266,A04550,SOLVE147,751,761.0,0.078,621.2,43700.0,88.8,4.4,620.0,30.6,proximal,10.0
2267,A06208,SOLVE147,761,771.0,0.03,277.2,40500.0,29.8,3.4,260.0,33.2,proximal,10.0
2268,A04503,SOLVE147,771,781.0,0.08,966.4,49180.0,95.4,13.0,2740.0,53.4,proximal,10.0
2269,A04773,SOLVE147,781,791.0,0.068,501.0,55440.0,103.2,19.0,6900.0,76.2,proximal,10.0
2271,A04628,SOLVE147,801,811.0,0.074,849.8,57100.0,120.2,34.8,14440.0,210.4,proximal,10.0
2272,A05319,SOLVE147,811,821.0,0.05,471.2,55900.0,49.8,3.2,2660.0,42.2,proximal,10.0
2273,A05119,SOLVE147,821,831.0,0.056,794.0,47180.0,58.2,2.6,1200.0,32.2,proximal,10.0
2274,A08741,SOLVE149,131,141.0,0.0025,51.6,39880.0,1.0,7.0,1480.0,62.6,distal,10.0
2275,A08298,SOLVE149,141,151.0,0.006,49.8,41760.0,1.0,9.8,2400.0,86.0,distal,10.0
2276,A08732,SOLVE149,151,161.0,0.0025,56.2,44260.0,1.2,7.4,6880.0,97.0,distal,10.0
2277,A08294,SOLVE149,161,171.0,0.006,54.8,45580.0,1.0,6.2,8440.0,78.0,distal,10.0
2278,A07801,SOLVE149,171,181.0,0.009,469.2,51720.0,4.6,6.2,21940.0,73.8,distal,10.0
2279,A08722,SOLVE149,181,191.0,0.0025,1323.4,36660.0,1.0,2.0,13040.0,67.4,distal,10.0
2280,A05230,SOLVE149,191,201.0,0.053,370.2,68580.0,1.0,3.0,47000.0,99.8,distal,10.0
2284,A08070,SOLVE149,231,241.0,0.007,38.2,31200.0,8.0,2.4,17740.0,40.4,distal,10.0
2285,A08701,SOLVE149,241,251.0,0.0025,31.2,29800.0,2.6,1.8,14100.0,30.6,distal,10.0
2286,A08699,SOLVE149,251,261.0,0.0025,34.2,32820.0,3.4,2.8,18540.0,36.2,distal,10.0
2287,A07789,SOLVE149,261,271.0,0.009,7.6,37140.0,5.6,7.0,20100.0,45.6,distal,10.0
2288,A08693,SOLVE149,271,281.0,0.0025,28.4,13600.0,4.2,2.4,2600.0,30.4,distal,10.0
2289,A06513,SOLVE149,281,291.0,0.025,393.2,34240.0,55.4,3.2,15040.0,34.4,distal,10.0
2290,A07663,SOLVE149,291,301.0,0.01,586.0,26200.0,2.2,3.2,3040.0,44.6,distal,10.0
2291,A06593,SOLVE149,301,311.0,0.024,12.6,30480.0,1.0,4.4,10340.0,31.4,distal,10.0
2292,A07915,SOLVE149,311,321.0,0.008,216.0,21420.0,1.0,4.6,2060.0,34.2,distal,10.0
2293,A07296,SOLVE149,321,331.0,0.014,94.2,37520.0,1.0,5.0,15000.0,26.8,distal,10.0
2294,A08659,SOLVE149,331,341.0,0.0025,14.8,28460.0,1.4,6.2,13920.0,21.8,distal,10.0
2295,A08050,SOLVE149,341,351.0,0.007,64.6,40040.0,1.0,5.6,21840.0,41.2,distal,10.0
2296,A08259,SOLVE149,351,361.0,0.006,51.2,30720.0,1.0,7.0,3020.0,35.8,distal,10.0
2297,A06629,SOLVE149,361,371.0,0.023,16.6,43560.0,1.0,4.2,3380.0,44.4,distal,10.0
2298,A07903,SOLVE149,371,381.0,0.008,60.0,30420.0,1.0,5.8,1760.0,43.2,distal,10.0
2299,A07651,SOLVE149,381,391.0,0.01,8.0,24060.0,1.0,6.4,2040.0,21.2,distal,10.0
2300,A07469,SOLVE149,391,401.0,0.012,6.4,29840.0,1.4,9.0,2820.0,41.6,distal,10.0
2301,A08239,SOLVE149,401,411.0,0.006,307.6,21480.0,1.8,8.8,5740.0,29.8,distal,10.0
2302,A05156,SOLVE149,411,421.0,0.056,1374.6,35680.0,2.6,7.4,6420.0,27.6,distal,10.0
2303,A05680,SOLVE149,421,431.0,0.040408163,290.877551,33308.16327,1.0,7.06122449,1014.285714,23.42857143,distal,10.0
2304,A08604,SOLVE149,431,441.0,0.0025,115.6,39020.0,1.0,2.4,130.0,23.2,distal,10.0
2305,A06894,SOLVE149,441,451.0,0.019,153.2,46040.0,1.0,5.4,2900.0,34.2,distal,10.0
2306,A08026,SOLVE149,451,461.0,0.007,198.8,40580.0,1.2,3.2,680.0,24.8,distal,10.0
2307,A08218,SOLVE149,461,471.0,0.006,119.8,38780.0,1.0,3.0,130.0,24.0,distal,10.0
2308,A08575,SOLVE149,471,481.0,0.0025,49.4,36520.0,1.6,4.2,110.0,42.4,distal,10.0
2309,A08566,SOLVE149,481,491.0,0.0025,17.4,58320.0,1.0,1.8,70.0,65.0,distal,10.0
2310,A07632,SOLVE149,491,501.0,0.01,107.8,61840.0,1.0,5.4,1800.0,43.6,distal,10.0
2311,A08013,SOLVE149,501,511.0,0.007,105.8,47440.0,1.0,4.8,9340.0,57.8,distal,10.0
2312,A07109,SOLVE149,511,521.0,0.016,53.6,41040.0,1.4,4.6,9380.0,52.2,distal,10.0
2313,A08548,SOLVE149,521,531.0,0.0025,258.0,31340.0,2.2,5.0,10260.0,46.8,distal,10.0
2314,A07031,SOLVE149,531,541.0,0.017,684.0,40500.0,1.4,3.0,8300.0,41.8,distal,10.0
2315,A08189,SOLVE149,541,551.0,0.006,9.8,45240.0,1.0,2.0,560.0,50.4,distal,10.0
2316,A07448,SOLVE149,551,561.0,0.012,39.8,51020.0,1.0,1.4,70.0,37.8,distal,10.0
2317,A08521,SOLVE149,561,571.0,0.0025,83.4,35980.0,1.0,2.2,180.0,28.4,proximal,10.0
2318,A06500,SOLVE149,571,581.0,0.025,501.2,40620.0,1.4,6.8,4420.0,29.4,proximal,10.0
2319,A07747,SOLVE149,581,591.0,0.009,707.8,34020.0,10.0,7.2,960.0,33.4,proximal,10.0
2320,A07446,SOLVE149,591,601.0,0.012,503.4,43200.0,6.2,3.2,620.0,31.2,proximal,10.0
2321,A08488,SOLVE149,601,611.0,0.0025,548.8,42700.0,2.4,3.4,740.0,31.0,proximal,10.0
2322,A08165,SOLVE149,611,621.0,0.006,370.4,51540.0,1.4,2.8,2220.0,38.4,proximal,10.0
2323,A08159,SOLVE149,621,631.0,0.006,167.2,49960.0,1.0,3.2,1860.0,41.8,proximal,10.0
2324,A08155,SOLVE149,631,641.0,0.006,200.4,47000.0,2.6,2.2,190.0,40.8,proximal,10.0
2325,A08465,SOLVE149,641,651.0,0.0025,98.8,49540.0,1.2,2.6,3260.0,37.6,proximal,10.0
2326,A08456,SOLVE149,651,661.0,0.0025,265.2,45460.0,1.0,4.2,3860.0,33.6,proximal,10.0
2327,A08449,SOLVE149,661,671.0,0.0025,117.2,42120.0,1.2,2.6,2120.0,37.2,proximal,10.0
2328,A08139,SOLVE149,671,681.0,0.006,105.4,42180.0,1.0,2.0,860.0,29.6,proximal,10.0
2329,A07514,SOLVE149,681,691.0,0.011,318.8,39820.0,1.8,1.8,4000.0,36.0,proximal,10.0
2330,A07594,SOLVE149,691,701.0,0.01,195.6,36120.0,2.4,2.8,10900.0,31.8,proximal,10.0
2331,A07085,SOLVE149,701,711.0,0.016,469.0,31780.0,5.4,2.8,3980.0,31.0,proximal,10.0
2332,A06734,SOLVE149,711,721.0,0.021,654.2,33580.0,10.6,1.8,740.0,35.8,proximal,10.0
2333,A06794,SOLVE149,721,731.0,0.02,316.4,31900.0,7.6,1.2,280.0,32.8,proximal,10.0
2334,A05402,SOLVE149,731,741.0,0.048,1379.4,38820.0,13.8,2.6,1340.0,40.6,proximal,10.0
2335,A07160,SOLVE149,741,751.0,0.015,681.0,39060.0,5.4,5.2,3900.0,37.8,proximal,10.0
2336,A08113,SOLVE149,751,761.0,0.006,416.8,27280.0,4.2,10.4,4500.0,37.4,proximal,10.0
2337,A06651,SOLVE149,761,771.0,0.022,1338.0,35640.0,12.4,4.0,8180.0,35.6,proximal,10.0
2338,A08108,SOLVE149,771,781.0,0.006,233.2,46140.0,1.2,3.6,3780.0,33.8,proximal,10.0
2339,A08364,SOLVE149,781,791.0,0.0025,111.2,36920.0,1.0,3.2,2300.0,34.8,proximal,10.0
2340,A04878,SOLVE149,791,801.0,0.064,209.0,31260.0,1.8,6.0,12580.0,59.4,proximal,10.0
2341,A06642,SOLVE149,801,811.0,0.022,215.6,38120.0,11.2,54.8,3260.0,177.6,proximal,10.0
2342,A01914,SOLVE149W1,1531,1541.0,0.334,3532.0,38560.0,29.0,6.0,4880.0,40.0,proximal,10.0
2343,A04131,SOLVE149W1,1541,1551.0,0.098,2192.0,36000.0,60.4,7.2,11000.0,42.2,proximal,10.0
2344,A05517,SOLVE149W1,1551,1558.4,0.044324324,1193.702703,40227.02703,21.40540541,3.972972973,16400.0,40.16216216,proximal,7.400000000000091
2346,A07731,SOLVE154,551,561.0,0.009,452.0,66460.0,7.6,7.4,59560.0,23.4,proximal,10.0
2347,A08442,SOLVE154,571,581.0,0.0025,55.8,56920.0,11.4,7.0,48560.0,19.8,proximal,10.0
2348,A08430,SOLVE154,581,591.0,0.0025,82.4,55200.0,16.2,6.6,33540.0,33.2,proximal,10.0
2349,A07421,SOLVE154,591,601.0,0.012,353.4,64280.0,6.2,7.0,31640.0,34.2,proximal,10.0
2350,A08131,SOLVE154,601,611.0,0.006,305.2,40840.0,2.2,4.8,16480.0,19.0,proximal,10.0
2351,A06662,SOLVE154,611,621.0,0.022,287.0,42940.0,4.2,4.4,26340.0,15.6,proximal,10.0
2352,A08388,SOLVE154,621,631.0,0.0025,488.4,53780.0,3.6,4.4,48600.0,20.4,proximal,10.0
2353,A07961,SOLVE154,631,641.0,0.007,769.0,45900.0,16.4,4.6,39760.0,15.8,proximal,10.0
2354,A06054,SOLVE154,641,651.0,0.033,974.8,44560.0,13.0,5.6,37540.0,20.0,proximal,10.0
2355,A05714,SOLVE154,651,661.0,0.04,888.2,45180.0,6.2,5.0,18660.0,28.8,proximal,10.0
2356,A07234,SOLVE154,661,671.0,0.014,539.6,48100.0,15.4,5.0,6000.0,22.8,proximal,10.0
2357,A06404,SOLVE154,671,681.0,0.026,674.0,43440.0,11.8,12.2,24140.0,50.2,proximal,10.0
2358,A06859,SOLVE154,681,691.0,0.019,483.2,70420.0,4.4,17.2,31300.0,46.0,proximal,10.0
2359,A06299,SOLVE154,691,701.0,0.028,1089.8,41360.0,14.8,6.8,21380.0,30.4,proximal,10.0
2360,A04236,SOLVE154,701,711.0,0.092,1227.6,36200.0,12.8,9.4,21900.0,29.4,proximal,10.0
2361,A05121,SOLVE154,711,721.0,0.056,823.0,43000.0,15.2,28.0,34780.0,55.4,proximal,10.0
2363,A06776,SOLVE154,981,991.0,0.02,872.4,51520.0,10.6,6.2,42340.0,18.8,proximal,10.0
2364,A07574,SOLVE154,991,1001.0,0.01,436.0,60760.0,4.8,4.4,50560.0,21.0,proximal,10.0
2365,A06087,SOLVE154,1001,1011.0,0.032,829.0,49840.0,20.0,6.2,42240.0,20.0,proximal,10.0
2368,A06100,SOLVE154,1031,1041.0,0.032,1398.6,59840.0,5.8,8.8,37360.0,38.0,proximal,10.0
2369,A06534,SOLVE154,1041,1051.0,0.024,582.0,53260.0,4.2,4.4,28420.0,30.0,proximal,10.0
2370,A04324,SOLVE154,1051,1061.0,0.088,1058.4,58640.0,4.0,4.6,39500.0,29.6,proximal,10.0
2371,A06409,SOLVE154,1061,1071.0,0.026,518.2,68500.0,5.6,6.2,59800.0,31.0,proximal,10.0
2372,A05889,SOLVE154,1071,1081.0,0.036,786.0,57740.0,7.2,5.4,48040.0,31.0,proximal,10.0
2373,A04948,SOLVE154,1081,1091.0,0.062,853.8,31720.0,11.0,4.8,18180.0,28.6,proximal,10.0
2374,A04028,SOLVE154,1091,1101.0,0.104,1834.2,27960.0,21.4,3.8,8480.0,35.6,proximal,10.0
2375,A04831,SOLVE154,1101,1111.0,0.066,1087.2,51300.0,13.0,3.4,6360.0,47.6,proximal,10.0
2376,A03761,SOLVE154,1111,1117.75,0.118518519,3370.740741,44777.77778,56.22222222,15.51851852,21396.2963,73.07407407,proximal,6.75
2377,A08276,SOLVE155,331,341.0,0.006,150.6,23860.0,1.2,5.2,8700.0,43.4,distal,10.0
2378,A08274,SOLVE155,341,351.0,0.006,21.8,22720.0,1.2,4.2,6700.0,39.0,distal,10.0
2379,A08695,SOLVE155,351,361.0,0.0025,67.8,19400.0,1.0,4.2,4580.0,34.6,distal,10.0
2380,A07664,SOLVE155,361,371.0,0.01,15.4,16640.0,1.0,3.6,5140.0,24.2,distal,10.0
2381,A07916,SOLVE155,371,381.0,0.008,37.6,29580.0,1.2,4.2,7660.0,39.0,distal,10.0
2382,A08686,SOLVE155,381,391.0,0.0025,8.6,24320.0,1.4,2.4,6700.0,25.6,distal,10.0
2383,A08673,SOLVE155,391,401.0,0.0025,5.8,29260.0,1.0,3.2,4140.0,24.2,distal,10.0
2384,A08056,SOLVE155,401,411.0,0.007,8.8,28860.0,1.2,3.4,7720.0,27.2,distal,10.0
2385,A08055,SOLVE155,411,421.0,0.007,53.2,35800.0,1.4,3.6,8420.0,36.2,distal,10.0
2386,A08653,SOLVE155,421,431.0,0.0025,54.6,30500.0,1.4,3.0,8140.0,31.6,distal,10.0
2387,A08048,SOLVE155,431,441.0,0.007,137.4,32260.0,1.0,3.8,10520.0,28.6,distal,10.0
2388,A08047,SOLVE155,441,451.0,0.007,57.0,33000.0,1.0,4.0,7160.0,27.6,distal,10.0
2389,A07654,SOLVE155,451,461.0,0.01,14.2,32240.0,1.8,5.0,10560.0,30.8,distal,10.0
2390,A03635,SOLVE155,461,471.0,0.129,75.2,38320.0,1.2,110.6,15480.0,144.0,distal,10.0
2391,A08041,SOLVE155,471,481.0,0.007,70.0,33840.0,5.4,4.4,7220.0,49.2,distal,10.0
2392,A05960,SOLVE155,481,491.0,0.035,95.6,60040.0,2.6,6.4,29760.0,54.0,distal,10.0
2393,A08240,SOLVE155,491,501.0,0.006,14.4,44640.0,1.6,3.4,16080.0,41.4,distal,10.0
2394,A07774,SOLVE155,501,511.0,0.009,6.8,44740.0,1.0,6.8,32380.0,36.0,distal,10.0
2395,A08232,SOLVE155,511,521.0,0.006,6.8,47620.0,2.4,12.6,41380.0,37.0,distal,10.0
2396,A08606,SOLVE155,521,531.0,0.0025,7.2,40480.0,1.2,40.0,31760.0,48.4,distal,10.0
2397,A08597,SOLVE155,531,540.3,0.0025,5.150537634,31686.02151,1.0,5.430107527,18612.90323,29.88172043,distal,9.299999999999955
2398,A07468,SOLVE155W1,491,501.0,0.012,46.0,42300.0,1.2,4.4,15520.0,39.8,distal,10.0
2399,A07775,SOLVE155W1,501,511.0,0.009,14.0,44680.0,1.2,5.8,30640.0,28.4,distal,10.0
