Unique_ID,holeid,from,to,As,Au,Pb,Fe,Mo,Cu,S,Zn,Class
A06530,SOLVE155W1,941,951,6.4,0.024,1449.4,38780,23.8,5.6,6440,32.4,A
A05850,SOLVE155W1,951,961,6,0.037,1376,40960,37.6,5.6,7260,31,A
A05065,SOLVE155W1,961,971,5.4,0.058,1393,87140,25.8,3.2,4520,30.4,A
A03696,SOLVE155W1,971,981,5.6,0.124,1981,65380,21.4,3.2,2160,31.4,A
A04576,SOLVE155W1,981,991,8.2,0.076,2209,64360,27.6,3.6,5400,36.4,A
A03752,SOLVE155W1,1331,1341,5.4,0.12,2037.6,58780,33,4.2,36460,25.2,A
A03828,SOLVE155W1,1341,1351,4.4,0.114,1414.8,51860,17,4.6,28160,24.4,A
A03830,SOLVE155W1,1351,1361,3.4,0.114,1428,54580,14.8,4.6,37980,22.8,A
A04054,SOLVE155W1,1361,1371,4.8,0.102,1574.8,54940,50.8,17.2,27360,475.2,A
A03871,SOLVE155W1,1371,1381,2.6,0.112,1306.6,55640,20.2,3.8,14000,32,A
A04100,SOLVE155W1,1381,1391,5,0.1,1265,54760,8.6,4.4,16620,34.4,A
A05882,SOLVE155W1,1391,1401,7.2,0.036,857.6,58880,3.4,4.6,20000,33,A
A04323,SOLVE155W1,1401,1411,5,0.088,1112.2,46360,14.2,4.2,16620,31.4,A
A03583,SOLVE155W1,1411,1421,4.8,0.134,1177.4,38760,45.6,5.8,22420,32.4,A
A03515,SOLVE155W1,1421,1431,5.32183908,0.138735632,2166.436782,53373.56322,95.85057471,4.540229885,27175.86207,36.49425287,A
A07266,SOLVE156,441,451,14.6,0.014,117,47020,1.2,5.8,47540,17.4,A
A07440,SOLVE156,451,461,5.8,0.012,115.4,42700,14.6,21.4,46380,88,A
A06952,SOLVE156,461,471,10.6,0.018,320.2,56600,1.4,10.4,58360,16.4,A
A06274,SOLVE156,471,481,11,0.029,201.6,64540,1,81.2,58120,191.4,A
A08469,SOLVE156,481,491,15.8,<0.005,236.6,50240,1.2,7,50180,15.4,A
A07177,SOLVE156,491,501,18.8,0.015,288.6,48040,1.6,9.4,49640,18.6,A
A05588,SOLVE156,501,511,18.8,0.043,205,49940,1.6,7,53340,15.4,A
A07256,SOLVE156,511,521,64.6,0.014,157.8,63580,1.8,7.4,61340,21.6,A
A07728,SOLVE156,521,531,32.4,0.009,92.2,77100,1,7.8,77620,22.6,A
A06804,SOLVE156,531,541,24.8,0.02,284.2,62980,1.6,7.2,54580,25,A
A07597,SOLVE156,541,551,29.4,0.01,305,47240,1.2,6.6,36560,20.8,A
A07419,SOLVE156,551,561,64.4,0.012,218,59060,1.4,5.4,55440,16.6,A
A07001,SOLVE156,561,571,58.4,0.017,340.6,63440,1.4,5.4,60100,16.2,A
A07967,SOLVE156,571,581,24.6,0.007,179,61980,2.2,5.4,50560,20.2,A
A07241,SOLVE156,581,591,30,0.014,69.8,53640,4.6,4.8,45440,16.4,A
A07835,SOLVE156,591,601,36.8,0.008,127,49940,3.2,5,44640,15.2,A
A06789,SOLVE156,601,611,42.2,0.02,184.2,50220,2.8,6.2,47920,17.8,A
A06921,SOLVE156,611,621,30.4,0.018,185,47140,2.6,6.2,46620,24,A
A06210,SOLVE156,621,631,43,0.03,316.2,56560,7,7.6,54600,17.2,A
A06206,SOLVE156,631,641,35.4,0.03,127.8,48960,12.6,6.6,44040,16.2,A
A06403,SOLVE156,641,651,37,0.026,830.4,47740,18.6,9,41080,25.4,A
A07394,SOLVE156,651,661,24.2,0.012,403.4,48220,16.2,9.6,40980,29.4,A
A06357,SOLVE156,661,671,19.8,0.027,1030.8,50120,21,4.6,16400,35.2,A
A04675,SOLVE156,671,681,14,0.072,1090.8,44620,17.6,17.4,23960,58.8,A
A05122,SOLVE156,681,691,9.8,0.056,662.6,41360,11.8,64,20500,133.2,A
A04720,SOLVE156,691,701,27,0.07,2198.4,41820,19.6,707.8,25440,1384,A
A05459,SOLVE156,701,711,22,0.046,1595,55720,49,12.2,32320,34,A
A08509,SOLVE157,391,401,47.8,<0.005,18,46820,1,7.6,37780,41.4,A
A08502,SOLVE157,401,411,47.2,<0.005,12.6,43900,2.2,10.6,41800,61.4,A
A08171,SOLVE157,411,421,45,0.006,8.4,31620,7,10.4,30880,45.8,A
A08493,SOLVE157,421,431,24.4,<0.005,37,19800,4.2,17.6,17500,119.8,A
A08484,SOLVE157,431,441,39.8,<0.005,20.2,37720,4,15.4,34740,41.2,A
A07738,SOLVE157,441,451,51.4,0.009,192.6,36940,1,11.8,25360,56.6,A
A08160,SOLVE157,451,461,72,0.006,17.4,51140,1.6,12.6,44260,49.8,A
A07856,SOLVE157,461,471,91,0.008,24.2,50140,2.4,148.4,46360,322.2,A
A08156,SOLVE157,471,481,71.4,0.006,17.4,51080,2,21.4,42500,120.4,A
A08468,SOLVE157,481,491,49.6,<0.005,373.6,40900,1,20.2,29400,86.2,A
A05105,SOLVE157,491,501,49.6,0.057,39.8,43940,1,13,37580,62.2,A
A08459,SOLVE157,501,511,51,<0.005,8.4,43380,1,20.8,37780,68.8,A
A08454,SOLVE157,511,521,37,<0.005,8,45100,1,28.6,40640,85.4,A
A08450,SOLVE157,521,531,64.2,<0.005,7.4,43840,1,17.6,38000,73.8,A
A08445,SOLVE157,531,541,54.8,<0.005,10.8,43760,1,17,38360,84.2,A
A08440,SOLVE157,541,551,24.4,<0.005,98,36480,2.2,9,27020,36.6,A
A08431,SOLVE157,551,561,31.4,<0.005,148.4,59540,1.6,7.8,48820,27.8,A
A08423,SOLVE157,561,571,22.4,<0.005,375.2,44700,1.8,8.6,39760,18.8,A
A08417,SOLVE157,571,581,28.8,<0.005,302,49160,1.8,7.4,47580,20.4,A
A08413,SOLVE157,581,591,43.4,<0.005,101,65560,1.6,9,61360,27,A
A08403,SOLVE157,591,601,35.8,<0.005,132.2,66040,1,6.8,62480,27.8,A
A08399,SOLVE157,601,611,39.8,<0.005,290.6,78460,1.4,7.2,63480,38.8,A
A08395,SOLVE157,611,621,54.2,<0.005,178.6,62760,1.2,6.6,53500,27.4,A
A08391,SOLVE157,621,631,43.4,<0.005,104.2,74540,3,4.8,62920,26.8,A
A08387,SOLVE157,631,641,19.8,<0.005,90.2,62080,1.8,5,48660,23,A
A07715,SOLVE157,641,651,31.8,0.009,116.4,63940,1,3.4,50820,23.8,A
A07078,SOLVE157,651,661,54.4,0.016,83.4,62820,5.2,3.4,48820,23.6,A
A06657,SOLVE157,661,671,17.2,0.022,208.4,62300,4.4,3.4,45500,23.4,A
A06920,SOLVE157,671,681,14.6,0.018,128.8,63720,9.4,4,46020,23.4,A
A05992,SOLVE157,681,691,9.4,0.034,274.2,57240,6.8,2.8,29060,25.4,A
A05991,SOLVE157,691,701,7.8,0.034,343.8,55020,11.2,3.6,23960,26.6,A
A05798,SOLVE157,701,711,10,0.038,649.2,53800,13,3,25780,30,A
A06650,SOLVE157,711,721,9.2,0.022,472.6,53580,20.4,3.6,24340,28.4,A
A07316,SOLVE157,721,731,16.2,0.013,188.4,60360,3,5.8,36380,32,A
A06528,SOLVE157,731,741,16.8,0.024,272.8,56740,8.8,7,34560,43.6,A
A06908,SOLVE157,741,751,17.8,0.018,341.6,56840,3,27.6,41340,54.8,A
A07061,SOLVE157,751,761,27.8,0.016,654.8,67100,4.8,9,53340,26.6,A
A06085,SOLVE157,761,771,12.2,0.032,906.8,55860,6.4,6,34100,26.2,A
A05778,SOLVE157,771,781,13.6,0.038,1962.2,61640,13,7.2,28940,27.6,A
A06392,SOLVE157W1,1311,1321,,0.026,397.6,24780,9.4,5.6,3840,26,A
A04272,SOLVE157W1,1321,1331,,0.09,1081.6,29480,11.8,7,15080,23.4,A
A05976,SOLVE157W1,1331,1341,,0.034,502,22900,9.4,5.6,1440,28.2,A
A04403,SOLVE157W1,1341,1351,,0.084,971.8,43940,8.6,5,3380,32,A
A04587,SOLVE157W1,1351,1361,,0.076,826.4,34620,1.4,3.2,840,31.4,A
A05697,SOLVE157W1,1361,1371,,0.04,428.8,16120,1.8,3.6,920,37.2,A
A08366,SOLVE157W1,1371,1381,5.5,<0.005,14.2,10660,5.2,4,900,30,A
A08367,SOLVE157W1,1381,1391,5.4,<0.005,14,11300,1.4,3.6,340,37,A
A08370,SOLVE157W1,1391,1401,4.2,<0.005,15,10880,2.4,3.2,200,31.8,A
A08373,SOLVE157W1,1401,1411,4.4,<0.005,64.2,12280,4.6,4,640,42.4,A
A08374,SOLVE157W1,1411,1421,4.4,<0.005,47.8,12340,6.4,3.6,620,39.2,A
A06864,SOLVE157W1,1421,1431,3.2,0.019,34.8,23860,6.2,3.2,2760,42.8,A
A06492,SOLVE157W1,1431,1441,5.4,0.025,61,19040,3.8,3.2,4080,34.6,A
A05888,SOLVE157W1,1441,1451,8.2,0.036,87,29520,1.2,4.4,9980,54.6,A
A07506,SOLVE157W1,1451,1461,7,0.011,80.8,22180,1.2,3,4680,37,A
A07404,SOLVE157W1,1461,1471,8.2,0.012,73.8,18460,8.4,3,2840,48.2,A
A03793,SOLVE157W1,1471,1481,58.6,0.117,295,44360,16.4,14.4,33120,429.6,A
A04830,SOLVE157W1,1481,1491,31.6,0.066,396.2,47320,11.2,13.8,34240,271.4,A
A05898,SOLVE157W1,1491,1501,8.6,0.036,170.8,15280,5.2,7.2,1440,176.6,A
A04952,SOLVE157W1,1501,1511,12.2,0.062,191.2,24760,1,6,4440,121.8,A
A04339,SOLVE157W1,1511,1521,3.4,0.087,614.4,21720,1.2,6.4,2780,70.6,A
A06612,SOLVE157W1,1521,1531,7.4,0.023,240.8,20680,3,5.2,2320,75.2,A
A06801,SOLVE157W1,1531,1541,3.8,0.02,178.2,33520,1,3.8,1940,29.6,A
A08130,SOLVE157W1,1541,1551,9.8,0.006,69.2,30380,2.4,6,5640,73,A
A07844,SOLVE157W1,1551,1561,5.6,0.008,146,13900,13,6.4,1080,97.4,A
A08421,SOLVE157W1,1561,1571,4.4,<0.005,14.4,13640,16.6,5.8,900,185.8,A
A08424,SOLVE157W1,1571,1581,5,<0.005,39.8,20000,8.6,5.2,2600,67.2,A
A07847,SOLVE157W1,1581,1591,4,0.008,82.6,31780,1.8,3.8,3340,27.2,A
A08434,SOLVE157W1,1591,1601,4,<0.005,120,16860,1,3.8,1760,24.2,A
A08439,SOLVE157W1,1601,1606.8,4.034482759,<0.005,147.137931,19875.86207,2.034482759,4.310344828,1789.655172,30.31034483,A
A06132,SOLVE158,431,441,,0.032,80,36460,1.2,20.2,26740,106.8,A
A07260,SOLVE158,441,451,,0.014,43,53520,1,8.6,47900,71.4,A
A06021,SOLVE158,451,461,,0.034,43,75760,1,11.4,70260,143.8,A
A06127,SOLVE158,461,471,,0.032,274.2,56940,1.2,7,21780,59.4,A
A06323,SOLVE158,471,481,,0.028,48,66540,2,12.2,57000,73,A
A06429,SOLVE158,481,491,,0.026,89.2,46280,1.2,13.6,38520,60.8,A
A06548,SOLVE158,491,501,,0.024,100.6,58840,1.4,15.2,59560,49,A
A07422,SOLVE158,501,511,,0.012,350.4,58780,2,9,58440,69.2,A
A06422,SOLVE158,511,521,,0.026,401.8,51000,1.8,8.2,23040,32.8,A
A07842,SOLVE158,521,531,,0.008,231.8,52740,2.2,7.6,14820,32.2,A
A07966,SOLVE158,531,541,,0.007,155.2,50500,1.8,7,27500,29,A
A04180,SOLVE158,541,551,,0.095,295,52960,6.2,460.6,47860,807,A
A05373,SOLVE158,551,561,,0.049,564,34660,3.4,33.8,29140,63.2,A
A08119,SOLVE158,561,571,,0.006,116.6,44940,4.4,5.6,23280,21,A
A07158,SOLVE158,571,581,,0.015,295.4,71520,1.8,6.6,36580,28.4,A
A07500,SOLVE158,581,591,,0.011,271.4,55800,1.8,5.6,35580,21,A
A08110,SOLVE158,591,601,,0.006,243.4,35740,7.8,4.8,24180,15,A
A06860,SOLVE158,601,611,,0.019,984.6,46400,12.8,5.2,15720,22.2,A
A07704,SOLVE158,611,621,,0.009,855.6,46540,10.2,6.2,31600,22.8,A
A06728,SOLVE158,621,631,,0.021,341.4,52240,9.8,103.6,40440,172.2,A
A07391,SOLVE158,631,641,,0.012,543.4,42060,13.6,5.2,20580,23,A
A06395,SOLVE158,641,651,,0.026,928,52600,25.6,8.6,36660,21.4,A
A07225,SOLVE158,651,661,,0.014,412.6,50380,9.2,8.2,21180,18.6,A
A06292,SOLVE158,661,671,,0.028,684.8,50360,21,6.4,29760,20.6,A
A04621,SOLVE158,991,1001,,0.074,2352,49880,6.2,10.2,48320,22.8,A
A06725,SOLVE158,1001,1011,,0.021,902.6,44220,5.6,8.4,31380,29.4,A
A05182,SOLVE158,1011,1021,,0.054,1485,49720,13.4,6.2,27220,26.2,A
A07062,SOLVE158,1021,1031,,0.016,569.6,59360,7.4,9.2,46540,38.8,A
A04818,SOLVE158,1031,1041,6,0.066,1798,60520,14,8.8,34600,37,A
A05392,SOLVE158,1041,1051,6.2,0.048,1316,63500,3.8,5,38440,35,A
A06097,SOLVE158,1051,1061,6.4,0.032,941.2,71460,2.6,3.6,42120,50.8,A
A06914,SOLVE158,1061,1071,10.6,0.018,324,63500,12,6,53320,35,A
A07579,SOLVE158,1071,1081,17.4,0.01,290.4,76860,4,8.8,73660,30.2,A
A06994,SOLVE158,1081,1091,19,0.017,228.8,66300,4.4,10.2,52240,33,A
A07233,SOLVE158,1091,1101,7.4,0.014,251.4,65140,2.2,5,54940,25.6,A
A06307,SOLVE158,1101,1111,10.2,0.028,421.4,67760,3.4,24,59140,327,A
A07502,SOLVE158,1111,1121,22.8,0.011,130.8,67440,2.2,7.8,55960,55.8,A
A06731,SOLVE158,1121,1131,20,0.021,323.6,51520,4.6,49.4,43780,626.8,A
A06922,SOLVE158,1131,1141,10.6,0.018,466,51940,3.6,5.6,43460,25.6,A
A06790,SOLVE158,1141,1151,14.4,0.02,536.6,51720,5.8,6.8,41420,28.4,A
A06792,SOLVE158,1151,1161,11.2,0.02,325.6,41420,3.2,5.8,31360,31.2,A
A06869,SOLVE158,1161,1171,11.8,0.019,409.2,35680,5.8,4,23420,34,A
A06267,SOLVE158,1171,1181,10,0.029,602,30400,3.6,2.8,6620,50.2,A
A04898,SOLVE158,1181,1191,9.8,0.064,1209.4,64520,2.6,4.2,14140,55,A
A05668,SOLVE158,1191,1201,4.8,0.041,539.2,69140,1,2.8,1680,36.6,A
A07512,SOLVE158,1201,1211,7.4,0.011,170.2,43720,1,2.2,3320,30.2,A
A06164,SOLVE158,1211,1221,3.8,0.031,366.8,49940,2.4,1.8,360,31.6,A
A06933,SOLVE158,1221,1231,3,0.018,184.6,31740,1.2,1.2,950,33.8,A
A08426,SOLVE158,1231,1241,4.2,<0.005,5.8,20380,1,1,90,56,A
A08433,SOLVE158,1241,1251,6.2,<0.005,38,16260,1,4.8,330,71.6,A
A08443,SOLVE158,1251,1261,5,<0.005,16.6,30200,1,1,210,50.2,A
A07253,SOLVE158,1261,1271,7.6,0.014,31.2,29300,1,5,1890,135.2,A
A08453,SOLVE158,1271,1281,5.8,<0.005,40,20880,1,3.6,330,61.4,A
A03758,SOLVE158,1281,1291,42.4,0.12,239.8,31280,3.6,17,8970,280.8,A
A08466,SOLVE158,1291,1301,3.8,<0.005,27.2,14300,1,3.6,130,55.8,A
A07852,SOLVE158,1301,1311,5,0.008,43,18740,1,4.2,200,41.4,A
A08157,SOLVE158,1311,1321,5.6,0.006,24,20500,1,3.4,800,58.2,A
A07860,SOLVE158,1321,1331,2.8,0.008,35.2,26120,1,3.6,350,42.4,A
A07987,SOLVE158,1331,1341,8.2,0.007,194.4,32980,1,5.6,1880,108.8,A
A06560,SOLVE158,1341,1351,8.6,0.024,142.8,36120,1.4,6.6,2120,68.6,A
A05211,SOLVE158,1351,1361,6.2,0.054,181.6,39840,1,1.4,1520,44.4,A
A05094,SOLVE158,1361,1371,4.8,0.058,322.4,30320,1.6,1.4,2540,34,A
A06818,SOLVE158,1371,1381,8,0.02,74.2,43580,1.4,2.8,3060,60.8,A
A06959,SOLVE158,1381,1391,10.4,0.018,116.4,38000,1,2.2,2560,56.2,A
A06071,SOLVE158,1391,1399.7,8.459770115,0.032413793,297.816092,40073.56322,1.229885057,1.390804598,4544.827586,42.34482759,A
A05247,SOLVE160,551,561,11,0.052,1874.6,62440,38.4,4.2,12240,57.6,A
A06189,SOLVE160,561,571,10.2,0.03,1122,53820,50.8,3,8220,57.2,A
A06904,SOLVE160,621,631,5.4,0.018,338.4,65520,3,2.6,2320,37.4,A
A06191,SOLVE160,631,641,5.8,0.03,478.6,61480,12.4,3.2,540,26.4,A
A05609,SOLVE160,641,651,3.8,0.042,1062.4,46500,19.8,2.2,1180,25.6,A
A03975,SOLVE160,651,661,8.8,0.106,1092.2,62080,28,66.6,13520,452.2,A
A04624,SOLVE160,661,671,11.2,0.074,816.6,66900,66.8,288.4,13120,1559.2,A
A04582,SOLVE160,671,681,4,0.076,954,55200,31.6,2.2,1100,31.4,A
A03611,SOLVE160,681,691,3.4,0.132,1350,56760,27.2,2.6,1720,27.8,A
A04271,SOLVE160,691,701,5.6,0.09,1914.2,53320,22.2,2.8,1580,27.4,A
A05604,SOLVE160W1,611,621,9.4,0.042,1567.6,55840,43.6,3.4,2380,43.2,A
A06990,SOLVE160W1,621,631,6.2,0.017,682,64820,3.6,3.4,2080,32.6,A
A07152,SOLVE160W1,631,641,6.2,0.015,548.6,60800,10.4,3.8,1100,35.4,A
A06643,SOLVE160W1,641,651,6.2,0.022,680.4,54080,4.6,2.4,1420,23,A
A05872,SOLVE160W1,651,661,3.6,0.036,978.6,56020,16,1.8,5620,34.2,A
A04404,SOLVE160W1,661,671,9.2,0.084,619.8,57620,78.2,16.8,10880,161.6,A
A03084,SOLVE160W1,671,681,3,0.178,1482.8,39620,56.6,1.6,1660,29.4,A
A04673,SOLVE160W1,681,691,2.4,0.072,680.6,45280,42.6,4.2,940,34.8,A
A05001,SOLVE160W1,691,701,3.6,0.06,561.4,42920,18.4,15.6,520,37.4,A
A03239,SOLVE160W1,701,711,2.6,0.162,1543.4,54800,39.2,1,1200,36.6,A
A02305,SOLVE160W1,711,721,2.8,0.274,1275.8,66420,48,3.6,1020,33.6,A
A03449,SOLVE160W1,1431,1441,5.2,0.144,2628,42880,50.4,11.6,13740,33.4,A
A03220,SOLVE160W1,1441,1451,5.8,0.164,1602.2,47380,44.4,8,12600,35.4,A
A04765,SOLVE160W1,1451,1461,3.6,0.068,1137,51080,31.6,8.8,23160,23,A
A04721,SOLVE160W1,1461,1471,6,0.07,1560.6,45500,31.6,11.2,11360,26,A
A04547,SOLVE160W1,1471,1481,5.8,0.078,1432,59480,23.8,11.6,9920,25,A
A05702,SOLVE160W1,1481,1491,5.8,0.04,644,52680,7.6,12.8,3900,37.4,A
A02574,SOLVE160W1,1491,1501,9.4,0.238,2820,48620,62.2,7.8,16600,40.4,A
A04202,SOLVE160W1,1501,1511,5,0.094,1348.4,43700,49.4,7.8,17600,31.6,A
A02898,SOLVE160W1,1511,1521,5.4,0.198,1354,46340,22.4,,17660,30.2,A
A03358,SOLVE160W1,1521,1531,6.4,0.152,2756,38780,53.6,9.2,10280,26,A
A04205,SOLVE160W1,1531,1541,6.4,0.094,1778,35960,35.8,4,7220,20.8,A
A02841,SOLVE160W1,1541,1549.6,6.88372093,0.203023256,1911.627907,40160.46512,37.48837209,4.604651163,8909.302326,34.62790698,A
A08661,SOLVE161,131,141,35.4,<0.005,177,44520,4.2,6.8,16680,73.4,B
A08652,SOLVE161,141,151,28.6,<0.005,21.2,38640,9.8,4.8,9120,64,B
A08644,SOLVE161,151,161,18.8,<0.005,26.6,40580,1,4.6,11200,42,B
A08639,SOLVE161,161,171,9.4,<0.005,3.4,16300,7.2,3,540,25.6,B
A08254,SOLVE161,171,181,9,0.006,29.2,34980,1.4,5.8,7040,54.8,B
A08635,SOLVE161,181,191,8.2,<0.005,43.2,44460,1.6,12,7480,43.4,B
A08631,SOLVE161,191,201,5.6,<0.005,85.6,62980,1,29.8,6500,73.2,B
A08242,SOLVE161,201,211,13,0.006,321,48040,1,7.6,14360,100,B
A08241,SOLVE161,211,221,15.2,0.006,121.2,15440,1,12,260,45.6,B
A08616,SOLVE161,221,231,3,<0.005,32,20180,1,13.2,11920,28.6,B
A07900,SOLVE161,231,241,3.4,0.008,75.6,50060,1.4,8.6,37340,43.2,B
A08230,SOLVE161,241,251,4,0.006,28.2,32200,3,10.4,11160,56.4,B
A07770,SOLVE161,251,261,8.8,0.009,171.4,51780,2,7.6,7000,42.6,B
A07464,SOLVE161,261,271,15.8,0.012,153.8,57060,1,9.4,3560,42.4,B
A08591,SOLVE161,271,281,4.2,<0.005,99.8,45640,3.8,8,10580,27.4,B
A07895,SOLVE161,281,291,14.2,0.008,188.8,58440,2.8,7,3500,45.6,B
A04985,SOLVE161,291,301,25,0.061,155.2,42940,1.2,40,6680,49.4,B
A08570,SOLVE161,301,311,6,<0.005,61.8,55040,1,5.2,3620,67,B
A08212,SOLVE161,311,321,5.4,0.006,248,46760,2.4,7.8,3070,75.4,B
A08563,SOLVE161,321,331,6.6,<0.005,176.4,40260,2.8,2.4,210,36.6,B
A06824,SOLVE161,331,341,5.2,0.02,470.4,58280,2.2,4.6,3780,30,B
A07197,SOLVE161,341,351,3.8,0.015,471.8,67480,1.2,2.6,260,43.2,B
A08555,SOLVE161,351,361,4,<0.005,207.8,64980,1.6,3.2,120,35,B
A07756,SOLVE161,361,371,4.8,0.009,573.6,64380,7.6,3.8,240,32.4,B
A08547,SOLVE161,371,381,5.8,<0.005,281.6,64520,1.8,3.4,140,31.6,B
A08001,SOLVE161,381,391,6.2,0.007,341.8,61040,2.4,2.2,200,28.6,B
A07623,SOLVE161,391,401,6.8,0.01,643,71480,6.8,9.6,1100,51.4,B
A07348,SOLVE161,401,411,9.4,0.013,557.8,56080,4.2,6.4,1300,43.4,B
A05648,SOLVE161,411,421,9.4,0.042,1388,35460,11.8,8,2700,37,B
A06067,SOLVE161,421,431,39.8,0.033,377.2,52880,5.2,10.4,18380,68.8,A
A04973,SOLVE161,431,441,17,0.062,1591.6,36940,11.6,3.8,10440,41,A
A07619,SOLVE161,441,451,25.8,0.01,379.2,45400,3.4,4.6,2120,28.2,A
A05922,SOLVE161,451,461,92,0.036,293,50340,3.2,5.2,5640,30.4,A
A07102,SOLVE161,461,471,14.8,0.016,1507.8,44320,6.2,3.8,5440,27.2,A
A08169,SOLVE161,471,481,8.4,0.006,682.2,44060,11.2,3.4,4200,41.2,A
A08168,SOLVE161,481,491,12.6,0.006,398.2,42240,35.2,7.4,9480,47.8,A
A07866,SOLVE161,491,501,15,0.008,527.6,48320,21.2,27.6,3100,83.8,A
A05415,SOLVE161,501,511,64,0.048,749.6,55340,42.2,153.8,37820,555.6,A
A08161,SOLVE161,511,521,7.2,0.006,93,54940,7,5.6,6960,72,A
A07736,SOLVE161,521,531,5,0.009,210.8,54840,7.2,6,7380,52.2,A
A07435,SOLVE161,531,541,6,0.012,416.6,55540,20.2,3,440,32,A
A07262,SOLVE161,541,551,3.4,0.014,1081.8,60820,33,4.8,2020,58,A
A06372,SOLVE161,551,561,15.2,0.027,2773.4,41540,37,116.6,8060,388.2,A
A07980,SOLVE161,561,571,8.8,0.007,1037.8,40740,16.4,24.4,7900,91.2,A
A07018,SOLVE161,571,581,6,0.017,1125.8,44240,18.8,4.6,4980,47.4,A
A07851,SOLVE161,581,591,5.6,0.008,429.8,55020,19,2.4,840,48.4,A
A04841,SOLVE161,591,601,9.6,0.066,1051.2,55380,23.2,302.6,6760,264,A
A05226,SOLVE161,601,611,19.8,0.053,207.8,48540,2.4,62.8,5680,240.6,A
A06326,SOLVE161,611,621,16.8,0.028,564.8,54960,7.6,6.4,2360,46.8,A
A07601,SOLVE161,621,631,18.6,0.01,783.2,70320,11.4,45.6,1780,68.6,A
A07599,SOLVE161,631,641,7.2,0.01,522.4,58580,23.2,4,400,35,A
A06737,SOLVE161,641,651,6.6,0.021,1625.6,56680,56,6.2,2500,34,A
A05669,SOLVE161,651,661,6.4,0.041,1505.2,53840,27.8,4,2700,36.4,A
A08398,SOLVE161,661,671,6.8,<0.005,449.6,48240,17.2,4.8,2280,37.6,A
A08123,SOLVE161,671,681,7,0.006,399.8,58160,15,4.2,350,39.6,A
A07714,SOLVE161,681,691,5.4,0.009,591.4,60040,23.6,4.4,660,36,A
A07710,SOLVE161,691,701,6.6,0.009,494.4,62600,6.6,4.6,460,33.6,A
A05666,SOLVE161,701,711,5.4,0.041,1404.4,57480,14.6,4.2,1000,25.8,A
A08112,SOLVE161,711,721,6,0.006,426,49520,61.4,4.4,1160,30.8,A
A05330,SOLVE161,721,731,6.8,0.05,1208,66560,59.6,8.8,1240,36.6,A
A05878,SOLVE161,731,741,7.4,0.036,670.6,53260,168,6.8,2000,41,A
A05851,SOLVE161,741,751,7,0.037,975.8,58740,61.2,3.2,920,28.8,A
A06907,SOLVE161,751,761,5.8,0.018,1295.6,65100,54.2,5.4,1400,57.2,A
A05607,SOLVE161,761,771,8.8,0.042,1765.8,56940,103,16.6,3280,54.6,A
A03778,SOLVE161,771,781,5.6,0.118,2274,60880,61.2,3.8,2920,36,A
A07701,SOLVE161,1391,1401,12,0.009,53.2,48300,1,4.8,35920,19.2,A
A05509,SOLVE161,1401,1411,10.8,0.045,126.6,39480,1.4,5.4,19000,30.4,A
A04766,SOLVE161,1411,1421,19.6,0.068,137.6,49080,1.8,5.4,36100,36.8,A
A07392,SOLVE161,1421,1431,25,0.012,54.6,42060,2.4,6,32680,24.2,A
A06527,SOLVE161,1431,1441,40.2,0.024,110.4,48580,2.8,8.4,42720,35.8,A
A05613,SOLVE161,1441,1451,7.6,0.042,70.8,24760,1.8,5.2,5840,37.8,A
A07957,SOLVE161,1451,1461,19.8,0.007,158.2,34760,1,5,21180,36.8,A
A07958,SOLVE161,1461,1471,13.6,0.007,93.2,24440,1,6.2,8760,39.4,A
A04885,SOLVE161,1471,1481,46,0.064,464.2,26740,3.6,10.4,16100,41.4,A
A07398,SOLVE161,1481,1491,12.6,0.012,321,28880,1,7.6,17580,30.6,A
A07075,SOLVE161,1491,1501,16.2,0.016,610.8,29640,1,6.8,17060,32.6,A
A03198,SOLVE167,451,461,2.6,0.166,1922,46220,19.6,4.6,2100,38.6,A
A02910,SOLVE167,461,471,2,0.196,2047.4,48780,122.4,3.6,1940,39.4,A
A03676,SOLVE167,471,481,3.2,0.126,1579.6,55200,34.2,4.2,1280,44.2,A
A06396,SOLVE167,481,491,6.2,0.026,717.2,61980,21.2,3.8,340,45,A
A02644,SOLVE167,491,501,10.6,0.228,2339,62100,94.6,11.6,8400,54,A
A02949,SOLVE167,501,511,15.8,0.192,1624,62220,60.2,5.8,7060,68.6,A
A05505,SOLVE167,511,516.7,8.035087719,0.045087719,1575.614035,69984.21053,22.19298246,3.298245614,3996.491228,57.0877193,A
A07224,SOLVE169,641,651,4.8,0.014,743.8,56000,11.4,3,3260,26.2,A
A06726,SOLVE169,651,661,8.2,0.021,1363.2,65060,15.8,4.8,6800,51,A
A05464,SOLVE169,661,671,6.4,0.046,2175.4,65820,28.6,4.6,6440,57.4,A
A05535,SOLVE169,671,681,4.8,0.044,1744,61360,31,4.2,4320,34.2,A
A06538,SOLVE171,641,651,6.2,0.024,1554.2,48300,36.8,3.8,7080,24.6,A
A05333,SOLVE171,651,661,5.8,0.05,3085.6,29480,26.8,6,8640,25,A
A06308,SOLVE171,661,671,28.4,0.028,1872.2,61500,8.2,4.6,45640,15.4,A
A04826,SOLVE171,671,681,18,0.066,3348.6,26040,11.8,90.2,23360,376.6,A
A06540,SOLVE171,681,691,7.2,0.024,3207.4,47160,52,4.6,36520,19.2,A
